Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,HasMortgage,HasDependents,HasCoSigner,Default,EmploymentType_Part-time,EmploymentType_Self-employed,EmploymentType_Unemployed,MaritalStatus_Married,MaritalStatus_Single,LoanPurpose_Business,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other
52,143040,247630,609,119,2,13.14,48,0.42,1,1,0,0,0,False,False,False,False,True,False,False,False,True
29,83278,96816,582,45,1,24.31,12,0.73,2,1,1,0,0,True,False,False,False,True,False,False,False,False
40,33157,244518,746,57,1,11.31,12,0.21,0,1,1,0,0,False,False,True,False,False,False,False,False,True
64,79424,89555,302,42,3,4.13,36,0.4,0,1,1,1,0,True,False,False,False,True,False,False,False,True
23,121711,98594,431,49,4,13.78,60,0.87,2,0,0,0,1,False,True,False,True,False,True,False,False,False
37,121463,209643,652,51,3,17.93,36,0.2,3,1,1,1,0,False,False,True,False,False,False,False,False,False
66,52874,70983,493,105,4,3.8,12,0.39,0,0,0,0,0,False,False,True,False,True,False,True,False,False
60,100886,49320,401,73,1,3.45,12,0.46,1,0,1,0,0,False,False,True,False,True,False,False,False,False
56,82136,84377,831,112,4,4.77,36,0.9,3,0,0,0,0,False,False,False,True,False,False,False,False,False
35,27137,221405,688,93,3,4.2,48,0.56,0,1,0,1,1,False,False,False,True,False,False,True,False,False
35,148844,84796,302,43,3,4.27,48,0.35,2,0,1,1,0,True,False,False,False,True,False,True,False,False
50,136556,196335,354,103,1,23.27,60,0.27,0,1,0,1,0,False,True,False,True,False,True,False,False,False
62,20733,64915,326,9,2,11.76,48,0.52,3,0,1,1,0,False,False,True,True,False,False,False,False,True
31,115912,159400,796,105,1,22.13,12,0.79,1,1,0,1,0,False,False,False,False,False,False,True,False,False
43,31907,42616,732,96,2,8.69,24,0.58,3,0,1,1,0,True,False,False,True,False,False,False,False,False
38,72206,244693,357,72,4,23.74,36,0.24,1,0,1,0,0,False,False,True,True,False,False,False,False,True
68,119478,151026,366,42,1,18.91,36,0.45,0,0,0,0,0,False,False,True,True,False,False,False,False,True
47,130305,222764,336,64,3,13.55,60,0.29,0,1,0,1,0,False,False,True,False,False,True,False,False,False
23,100467,205994,748,74,1,23.58,36,0.53,3,1,0,0,0,False,False,True,False,True,False,False,False,False
27,121372,33306,573,118,3,14.17,48,0.15,0,0,0,0,0,False,False,True,False,True,False,True,False,False
58,64272,149815,419,118,4,7.42,60,0.88,2,0,0,0,0,False,False,False,True,False,False,False,True,False
22,113766,52618,741,89,2,6.24,48,0.52,2,1,1,1,0,False,False,True,True,False,False,False,False,False
69,75177,188005,517,72,3,19.44,12,0.5,0,0,0,1,1,True,False,False,True,False,False,True,False,False
30,82975,182567,347,78,3,16.41,24,0.55,2,0,1,1,0,False,True,False,True,False,True,False,False,False
65,145875,226238,514,17,1,6.63,24,0.66,2,1,1,1,0,False,True,False,False,True,True,False,False,False
58,38428,158057,488,5,2,10.58,60,0.85,0,1,1,1,0,False,False,False,False,True,True,False,False,False
59,36985,93323,357,62,1,22.77,60,0.82,2,0,1,0,0,False,False,False,False,True,False,False,False,True
54,113664,184583,313,57,3,3.45,48,0.44,3,0,1,1,1,False,False,False,True,False,False,True,False,False
65,149615,157277,828,69,4,12.66,48,0.6,1,0,0,0,0,False,False,False,True,False,False,False,False,False
40,17409,237753,423,14,2,19.57,12,0.31,2,0,0,0,1,True,False,False,False,False,False,False,True,False
44,65481,155208,444,49,1,17.78,24,0.36,2,0,1,0,0,False,False,False,False,False,False,False,True,False
59,54611,234323,605,84,4,6.37,24,0.14,0,0,1,1,0,False,False,False,False,True,False,False,False,True
45,80577,223133,419,96,3,2.14,48,0.47,3,0,1,0,0,False,False,True,True,False,True,False,False,False
63,102190,226283,663,59,4,6.74,48,0.89,2,1,1,0,0,True,False,False,False,True,False,False,False,False
46,81067,115238,343,32,2,20.45,36,0.25,3,1,0,1,0,False,False,True,False,False,False,False,True,False
39,65006,136802,323,59,4,2.21,24,0.42,3,0,0,0,1,False,False,False,True,False,False,True,False,False
20,104433,107636,546,69,1,16.49,36,0.85,2,1,1,1,0,True,False,False,False,False,False,False,False,True
55,46547,159908,774,84,4,15.36,36,0.34,3,0,0,0,0,True,False,False,False,False,False,True,False,False
55,38583,10669,738,89,4,13.77,36,0.36,3,1,1,1,0,False,False,False,False,True,False,False,True,False
49,21160,123479,799,3,2,23.35,60,0.84,0,0,1,1,1,False,False,False,True,False,False,False,False,False
39,128786,144216,528,9,4,19.86,24,0.74,2,1,0,1,0,False,False,True,False,True,False,False,True,False
54,42283,138233,531,109,2,9.79,60,0.83,1,0,1,0,0,False,False,False,False,True,True,False,False,False
39,125151,110428,773,81,4,19.89,12,0.47,1,0,0,1,0,False,False,True,False,True,False,False,False,False
68,117835,180178,575,39,1,15.06,36,0.64,1,1,1,0,0,False,False,False,False,True,False,True,False,False
60,72775,108958,401,107,2,24.96,36,0.22,2,1,1,0,0,False,True,False,False,False,False,False,True,False
65,75027,236824,399,76,2,14.59,48,0.76,1,1,0,0,0,False,False,False,False,False,True,False,False,False
23,140723,150899,540,74,1,9.48,36,0.44,1,1,0,1,0,False,False,False,False,False,False,False,False,False
59,42607,111364,736,56,4,20.58,60,0.42,3,1,1,0,0,False,False,False,False,True,False,True,False,False
33,63564,179265,816,102,2,3.81,60,0.47,0,1,1,0,0,True,False,False,False,True,False,True,False,False
31,74458,189179,819,48,2,12.4,36,0.4,2,0,1,1,0,False,False,False,False,True,False,False,False,False
59,71087,147308,839,83,3,15.71,36,0.73,3,1,1,0,0,True,False,False,False,False,False,False,False,False
42,16566,176837,592,15,2,8.73,36,0.18,2,1,1,0,0,False,False,True,False,False,False,False,False,False
53,109206,227837,763,37,3,14.46,36,0.79,1,0,0,1,0,True,False,False,False,True,True,False,False,False
61,134249,81072,786,31,4,3.78,12,0.44,0,0,0,0,0,False,False,True,True,False,True,False,False,False
58,128924,25727,662,48,4,11.3,48,0.84,1,1,1,1,0,False,False,True,False,True,False,False,True,False
53,129334,73364,525,63,4,19.22,24,0.88,1,0,0,1,0,False,False,True,True,False,True,False,False,False
31,30410,224610,630,35,2,2.82,60,0.69,3,0,0,1,0,False,False,False,True,False,False,False,False,True
66,70140,97378,772,1,1,21.88,12,0.84,1,1,1,1,0,False,False,True,False,True,False,False,False,False
36,68433,147265,302,24,3,21.81,12,0.61,3,1,1,0,1,True,False,False,False,False,True,False,False,False
21,37864,209626,676,0,4,12.96,48,0.7,2,0,0,0,1,False,False,True,False,True,True,False,False,False
68,94609,197044,355,43,1,16.99,24,0.35,3,0,1,0,0,False,True,False,True,False,True,False,False,False
32,32006,106603,365,54,2,14.29,12,0.2,2,0,0,1,1,False,False,False,True,False,True,False,False,False
58,137313,70520,742,30,2,19.98,36,0.14,1,1,1,0,0,False,False,False,False,True,False,False,False,False
18,125343,184633,361,9,4,22.53,60,0.19,3,1,1,0,1,False,False,False,False,False,False,False,True,False
59,88782,99415,546,80,2,22.94,48,0.6,3,0,0,1,0,True,False,False,False,True,False,False,False,True
30,133059,232195,566,1,2,16.99,36,0.62,0,1,0,0,1,False,True,False,True,False,False,False,True,False
68,25704,41103,650,67,4,2.57,36,0.19,2,1,0,1,0,False,True,False,False,False,False,False,False,True
24,124695,244122,808,2,2,17.35,48,0.46,1,1,1,0,1,False,True,False,False,True,False,True,False,False
52,76825,181145,801,22,3,18.91,24,0.23,0,1,1,0,0,False,False,True,True,False,False,False,False,False
58,66468,166344,744,113,3,20.57,12,0.6,0,1,1,1,0,False,True,False,False,True,False,False,True,False
54,132241,227125,328,59,2,12.03,36,0.47,2,1,1,0,0,False,False,True,False,False,False,True,False,False
43,121556,159028,461,50,1,15.82,48,0.62,0,0,1,1,0,False,False,False,False,False,False,False,False,True
25,91614,229744,721,43,3,20.72,60,0.83,1,1,1,0,0,True,False,False,False,True,True,False,False,False
64,82691,239958,687,102,3,24.58,12,0.39,0,1,1,1,0,False,True,False,True,False,False,False,True,False
62,143742,160762,316,48,2,11.56,48,0.64,2,1,0,1,0,False,False,False,True,False,False,False,False,False
47,111606,212580,828,68,3,5.26,12,0.68,1,0,1,1,0,False,False,False,False,False,False,False,False,True
61,144859,175374,471,22,2,3.89,36,0.61,3,1,1,1,0,True,False,False,True,False,False,False,True,False
31,69708,62042,459,114,4,15.95,36,0.59,0,1,0,1,1,False,False,False,False,True,True,False,False,False
67,57865,73175,770,104,3,7.96,24,0.27,2,0,1,1,0,True,False,False,False,False,False,False,False,False
44,60011,231086,727,111,3,9.1,12,0.38,0,1,1,0,0,False,True,False,True,False,False,False,False,True
30,19860,145639,824,39,4,22.14,24,0.37,0,1,1,1,0,False,True,False,False,False,True,False,False,False
56,97482,56297,318,103,3,23.1,24,0.7,3,0,1,0,0,False,False,False,True,False,False,False,False,True
45,35943,24799,627,46,1,15.42,48,0.18,2,1,1,1,0,True,False,False,True,False,False,False,False,True
51,47771,41040,370,44,2,17.07,36,0.39,3,0,1,0,1,True,False,False,False,False,False,True,False,False
46,76476,240477,427,29,1,8.29,36,0.12,0,0,0,0,0,False,False,True,True,False,True,False,False,False
26,133261,117559,302,106,1,8.85,60,0.53,3,0,0,0,0,False,False,False,False,False,False,False,False,True
65,103848,10175,547,57,4,18.85,36,0.55,0,0,0,1,0,True,False,False,False,False,False,False,True,False
28,22380,12740,374,109,4,2.69,12,0.65,0,1,0,0,0,False,False,False,False,False,False,False,False,True
28,54240,204524,819,15,1,3.59,60,0.19,0,0,1,1,0,True,False,False,False,True,False,False,True,False
28,26604,159187,346,116,1,16.54,12,0.14,1,1,0,1,0,False,False,False,False,True,False,True,False,False
30,92937,68586,475,41,1,5.94,48,0.55,3,0,0,0,0,False,False,False,True,False,False,False,False,True
31,22884,76143,840,51,4,22.93,36,0.52,2,0,0,1,1,False,True,False,False,False,False,False,False,True
47,88257,40742,731,51,2,3.48,12,0.23,1,1,0,1,0,False,True,False,True,False,False,False,False,True
56,37983,247140,317,98,3,2.56,48,0.25,2,0,1,1,0,False,False,True,True,False,False,False,False,True
53,95118,115391,374,52,2,18.26,12,0.75,2,1,0,0,0,True,False,False,False,False,True,False,False,False
18,122382,41614,655,79,4,4.1,36,0.81,0,1,1,1,0,True,False,False,True,False,False,False,True,False
41,91838,131081,553,22,3,4.05,36,0.53,1,0,0,0,0,True,False,False,False,True,False,True,False,False
32,78073,148043,456,0,2,17.19,60,0.74,2,0,0,1,0,False,False,False,True,False,True,False,False,False
64,126861,249122,792,36,1,8.87,60,0.52,1,0,1,0,0,True,False,False,False,True,False,False,False,False
65,145272,134693,573,7,4,6.98,48,0.63,1,1,1,0,0,True,False,False,True,False,False,False,True,False
23,62923,80932,829,38,1,24.85,12,0.32,1,0,1,1,0,False,True,False,True,False,True,False,False,False
36,103139,174852,833,88,2,6.88,24,0.45,0,1,1,1,0,False,False,False,False,False,False,False,False,True
27,47766,63682,721,6,3,13.58,48,0.73,1,1,0,0,0,True,False,False,True,False,False,False,False,True
64,17274,245385,591,80,2,12.78,60,0.58,2,1,1,1,0,False,True,False,False,True,True,False,False,False
61,120363,82316,504,9,3,24.65,12,0.89,2,0,0,0,0,False,True,False,False,True,False,True,False,False
58,24515,122289,752,108,4,12.34,36,0.11,1,1,0,1,0,True,False,False,False,True,False,False,False,True
21,101286,7031,752,24,3,9.51,36,0.67,0,1,0,0,0,False,False,False,False,True,False,False,False,False
55,103570,38461,765,71,3,10.3,60,0.16,3,1,1,1,0,False,False,False,False,False,False,False,False,False
22,80144,31502,575,105,1,5.49,24,0.85,0,0,1,0,0,False,False,False,True,False,False,False,False,False
66,98335,38985,358,79,1,8.1,36,0.14,2,1,0,1,0,False,False,False,True,False,False,True,False,False
18,106233,64719,647,42,4,14.09,60,0.58,0,1,0,1,0,False,False,True,False,False,False,False,False,False
27,73028,132455,599,112,1,16.46,24,0.8,1,1,0,1,0,False,False,False,False,True,False,False,False,False
31,64216,96312,342,35,1,20.77,48,0.58,3,1,0,1,0,False,True,False,True,False,False,False,False,False
42,124789,70167,696,43,1,22.3,36,0.32,1,1,0,1,0,False,True,False,False,False,False,False,False,False
21,21223,81577,707,112,2,4.55,48,0.67,1,1,0,0,0,False,True,False,False,True,False,True,False,False
31,91572,235592,399,50,3,17.67,48,0.77,1,1,0,0,0,False,True,False,False,False,False,True,False,False
31,20403,147584,575,40,2,6.27,24,0.77,0,0,0,0,0,True,False,False,False,True,True,False,False,False
47,70690,25562,503,100,3,14.79,24,0.37,1,1,0,0,0,True,False,False,False,False,False,False,False,False
63,127234,134775,584,74,4,23.31,24,0.58,2,1,1,1,0,False,True,False,False,False,False,True,False,False
66,68806,37368,609,57,2,22.0,48,0.3,0,0,0,0,0,False,False,True,False,False,False,False,False,True
43,129912,20029,640,100,1,7.66,60,0.25,0,0,0,0,0,True,False,False,False,True,False,False,True,False
25,98432,36982,763,4,3,13.1,36,0.85,1,1,1,0,0,False,False,True,True,False,False,True,False,False
41,21869,227982,839,24,3,3.8,36,0.74,2,1,1,1,0,True,False,False,True,False,True,False,False,False
49,113874,26637,546,85,2,14.89,60,0.44,0,0,0,0,0,False,True,False,False,False,True,False,False,False
53,34634,207247,606,22,4,10.26,24,0.35,3,1,1,0,1,False,False,True,True,False,False,True,False,False
62,56856,90580,349,106,4,18.66,12,0.88,1,1,1,0,0,False,True,False,False,False,False,False,False,True
68,133631,237336,649,68,1,8.1,12,0.58,1,0,0,1,0,False,False,False,True,False,False,False,True,False
67,50324,240460,829,111,2,2.25,36,0.4,2,0,0,1,0,False,False,False,False,False,False,False,False,False
29,19034,29760,310,16,1,2.91,24,0.87,1,0,0,1,0,True,False,False,False,True,False,False,False,True
36,28149,40745,823,116,3,14.12,12,0.65,3,0,1,1,0,True,False,False,True,False,False,False,False,False
21,120776,123608,538,4,3,14.83,48,0.36,2,0,1,0,0,False,True,False,True,False,False,True,False,False
63,40350,231705,374,62,1,17.97,60,0.87,2,0,0,1,0,True,False,False,False,True,False,False,False,True
21,95441,143224,771,57,2,6.05,60,0.29,1,1,1,1,0,False,False,True,False,True,False,True,False,False
19,42993,21539,773,81,2,23.85,60,0.45,2,0,0,0,1,False,False,False,True,False,False,False,True,False
63,57043,203570,398,9,1,3.46,60,0.53,0,1,0,1,0,False,False,True,False,True,True,False,False,False
43,59354,66693,382,95,3,12.43,48,0.22,1,0,1,0,0,False,False,False,False,True,False,False,False,False
30,142156,166476,530,6,3,22.83,48,0.3,3,0,1,0,1,False,True,False,False,True,False,False,False,False
32,48980,89690,689,39,2,8.19,36,0.81,2,1,0,0,0,False,True,False,True,False,False,False,False,True
55,129099,41745,321,72,4,19.15,24,0.31,0,0,0,1,0,False,False,True,False,True,False,False,True,False
42,96848,47258,340,101,3,19.34,24,0.5,1,0,0,0,0,False,False,False,False,False,False,False,True,False
18,146165,72932,552,29,1,13.6,48,0.32,1,0,0,1,0,False,False,True,False,True,False,False,True,False
23,74272,83454,726,86,1,17.5,12,0.21,0,1,0,1,0,False,False,False,True,False,False,False,True,False
66,45632,119520,800,89,3,6.14,24,0.56,1,0,0,1,0,False,True,False,True,False,True,False,False,False
31,107345,184632,316,98,1,21.37,36,0.69,1,0,1,0,0,False,False,True,False,True,False,False,False,False
65,82577,7569,381,51,2,17.91,12,0.21,2,1,0,0,0,True,False,False,False,False,True,False,False,False
66,67820,97693,791,20,3,14.83,24,0.48,1,0,1,1,0,True,False,False,True,False,True,False,False,False
45,64203,215140,794,63,2,24.0,48,0.81,2,1,0,1,0,False,False,False,False,False,False,False,True,False
31,116065,179976,818,42,4,19.87,24,0.7,3,0,1,1,0,False,True,False,False,True,False,True,False,False
29,83433,110533,657,91,1,15.72,12,0.85,0,0,0,0,0,False,False,False,False,False,True,False,False,False
38,105977,127828,382,12,3,4.75,48,0.3,2,1,1,1,0,False,False,False,False,True,False,False,True,False
20,92795,162196,839,97,4,15.87,12,0.54,0,1,1,1,0,False,False,False,False,False,False,False,True,False
56,67027,15334,728,65,4,19.7,48,0.71,3,1,0,0,0,False,True,False,False,False,False,False,False,True
62,138946,107563,611,45,4,24.32,12,0.74,2,0,1,0,0,False,True,False,False,False,True,False,False,False
23,67158,147609,818,29,1,20.19,48,0.44,3,0,1,1,0,False,False,True,False,False,True,False,False,False
34,141718,182466,475,54,1,21.35,60,0.86,1,1,0,1,0,True,False,False,True,False,True,False,False,False
66,55925,101196,724,44,4,11.9,24,0.6,3,0,0,1,0,False,True,False,False,False,False,False,False,True
59,129923,142454,468,118,2,11.53,12,0.78,0,1,1,1,0,True,False,False,True,False,False,False,False,False
63,81961,187465,449,39,1,7.02,48,0.29,2,0,0,0,0,True,False,False,False,True,False,True,False,False
40,42439,100764,501,31,3,13.81,36,0.88,2,0,1,0,0,False,False,False,False,False,False,False,False,False
67,95068,46076,504,60,2,10.29,60,0.65,0,0,1,0,0,True,False,False,False,False,False,False,False,True
25,130844,214396,776,110,4,23.32,60,0.73,1,1,0,0,0,True,False,False,False,True,True,False,False,False
32,48196,59346,745,37,4,7.35,36,0.64,2,1,0,0,0,False,False,True,True,False,False,True,False,False
20,141230,202479,694,24,1,11.03,24,0.82,1,0,1,0,0,False,False,True,False,True,False,False,False,True
63,45653,174637,736,86,1,16.8,36,0.44,2,0,1,1,0,False,False,True,False,True,False,False,False,True
64,114080,207302,411,68,2,10.09,48,0.79,2,0,1,1,0,False,True,False,True,False,False,True,False,False
29,86807,203162,442,43,2,21.27,48,0.88,1,1,0,0,0,True,False,False,False,False,False,False,True,False
45,83982,232832,401,86,1,24.87,36,0.35,1,1,1,1,0,True,False,False,False,False,False,False,False,False
47,96843,145145,573,70,4,16.28,36,0.11,2,0,1,1,0,True,False,False,False,False,False,False,False,False
61,15389,136395,826,14,1,15.87,36,0.35,1,0,1,1,0,False,False,True,False,False,False,False,True,False
49,137128,177898,557,40,1,2.05,12,0.8,2,0,0,0,0,False,False,True,False,False,False,True,False,False
24,85728,128535,837,89,1,23.59,60,0.61,2,1,0,1,1,False,False,True,False,True,True,False,False,False
50,71833,69192,599,101,4,15.21,48,0.49,0,1,0,1,0,False,True,False,False,True,True,False,False,False
29,127178,153022,802,59,1,10.79,60,0.63,0,1,0,0,0,True,False,False,False,False,True,False,False,False
57,27737,14638,511,21,1,10.95,60,0.12,0,1,0,1,0,True,False,False,False,False,True,False,False,False
67,22955,198570,808,53,1,18.55,60,0.89,2,1,1,1,0,False,False,False,True,False,False,False,False,True
68,134306,20114,385,20,2,6.52,12,0.84,0,0,0,0,0,True,False,False,False,True,False,False,False,True
23,40065,195784,744,60,1,8.93,48,0.75,3,1,0,1,0,False,True,False,False,True,False,True,False,False
25,78823,184006,426,79,1,21.95,36,0.27,2,1,0,1,1,False,False,False,True,False,False,False,True,False
46,24472,66310,463,110,3,13.86,48,0.14,2,0,0,0,0,False,True,False,False,False,False,False,True,False
53,140828,124283,515,43,2,18.15,60,0.71,2,0,1,0,0,False,False,False,True,False,False,False,False,True
37,59881,216776,523,18,3,8.78,36,0.76,3,1,0,0,0,False,True,False,True,False,True,False,False,False
65,117258,225201,753,49,1,20.01,36,0.39,3,1,0,1,0,False,True,False,False,True,False,False,False,False
37,142280,136879,710,0,1,4.43,60,0.28,3,0,0,1,0,True,False,False,False,False,False,True,False,False
51,121680,9017,541,95,2,12.45,60,0.73,1,0,1,1,0,False,True,False,False,False,False,False,True,False
